textDisplay
kita sepakat israel jajah langgar hak asasi manusia tapi satu tanya sederhana anda hamas tidak mulai apakah semua ini akan jadi penting politik hamas yang bawa agama setal tiga uang dengan zionist jajah yang korban siapa seperti hamas tidak lebih paham agama dari pada dagang asong
kanker kulit di israel lumayan tinggi
we stand against any violence brno hamas no zionis brfree people of palestina and israelbrallahu akbar may allah bless upon you
aku belum mualaf sangat benci palestinaketika dulu aku ke israel baru aku tau agama kristen tidak di aku dan cerita orangquotdisana palestina adalah teroris tapi pas ketemu orang palestina baru aku tau islam dan palestina adalah agama dan negara yang sangat baiktulus dan mereka bukan terorisalhamdulilah sekarang aku udah kembali ke islam
yang heran masih ada org indonesia yang dukung jahat israel
kutuk israel boleh tapi boikot yang rugi saudara kita di indonesia saya tidak tuju selagi efek negatif tidak ada solusi bayang kalau karyawan kfc mcd buruh pabrik komoditas apa kek yang di boikot itu semua nganggur mereka mau apa ada yang mau ngasih kerja ada yang mau nanggung butuh keluarganyabrdi beranda saya yang sibuk nge boikot itu cuma istri yang suami kerja nya ceramah atau ngajar atau pns atau kerja yang gaji dari pajak mereka lupa itu di pajak ada bayar dari usaha yang di boikot apa mereka tau susah nyari kerja tidakbrmereka enak semua di tutup masih terima gaji dari negara cocote sembarang
moso seh om deddy beneran ga tau soal pabrik kulit dan organ tubuh di israel sampean awu2 yo om
a href masih ada orang indonesia yang punya sentimen negatif hadap golong tentu jadi buta dan tuli akan fakta fakta genosida di palestina ini bukan masalah agama tapi masih ada orang indo yang seperti itu mau berapa logic alas kita dalam debat mereka masalah mereka itu bukan dar di pikir mereka tapi di hati sentimen mereka itu nyata ketika baca komentar yang bela israel ngarahnya ke mana dan tentu saja yang bilang om ded ada beberapa yang bayar
iya om dedmasih banyak orang indonesia yang pro israelkan aneh mana akal pikir mereka
allah swt eyes on gaza tetapi elohim israel eyes on the land of israelbrbridf sudah bukti bhw mereka mahu tahan warga israel dan negara israel apa hamas juga ada usaha mahu lindung warga sipil palestina nol langsung tidak usaha lindung org awam bahkan jadi mereka sbg perisai perang shame on terroris hamas jangan lah jihad jihad lawan manusia spt yang sdg laku oleh hamas skrg ini buka mata cuba ada di pihak org banyak yang bukan islam supaya kamu dpt erti bhw buat hamas itu adalah terror bakar rumah awam israel bunuh bayi dalam baby crib bakar baby penggal kepala yahudi serta byk lagi jahat yang laku hamas tanpa rasa belas kasihan sedikit pun kpd manusiabrpd 7 okt 2023 dgn hanya beberapa jam saja mereka peluang rang israel 1200 bunuh apalagi jika peluang 24jam bunuh yahudi mungkin 15k yahudi penggal kepala hari sbb hamas bunuh spt binatang buas yang tak punya hati umpama setan bukan lagi manusia
untuk teman yang ingin tau info lebih dalam tentang genosida di gaza dan proyej kolonialisme israel sila search chris hedges quotthe genoside in gazaquot di sana sebut tentang kerjasama negara lain dengan israel karena israel adalah pasok alat perang canggih tidak sedikit alat sebut yang uji coba ke duduk gaza sebut gimana israel dan eropa serta usa provokasi peperangan di negara lain lalu tuduh timur tengah sbg teroris gimana politis yang maju ke kongres atau kandidat presiden disponsorin kampanye sama usaha yang afiliasi dengan israel sumpah merinding gw dengernya tidak nyangka ada manusia yang sanggup buat keji kayak gitu dan hidup gelimpang harta
god bless you pm netanyahu banyak musuh ingin kutuk tapi tuhan allah ubah kutuk itu jadi berkat buat netanyahu dan israel
bangsa pertama yang jadi oleh tuhan allah di muka bumi ini yaitu israel israel nama yang beri tuhan allah sendiri dari yakub jadi israelitu arti bahwa yang pegang kendali atas hidup israel adalah tuhan allahbrbrbrdari zaman firaun dan goliath israel tidak pernah kalah tuhan allah telah janji kepada abraham ishak dan yakub untuk terus kati turun israel sampai selamalamanya
longgggggg live israel
juju wu makjuj itu benar adalah israel laknatullah
tukang fitnah br kau saja tidak masuk israelbr perkosa bayi kok percaya bodoh inggat 7 10 23 awal hancur warga gaza mau merdeka malah hancur
tunggu imam mahdi kami akan rata israel
baca kisah serang hamas tgl 7oct 2023 perkosa bakar siksa bunuh culik tawan warga civil israel jadi jng taqiah nuduh israel yang jahat hamas pantas lenyap
free palestine free gaza
free free palestine free free palestinebr
free palestine
gila ini israel udah di sebut megalomania akut stadium akhir
free palestine
saya pun pernah baca artikel berita bnyak orang2 gaza ilang bunuh oleh israel untuk ambil organ2 nya mata gigi ginjal dll untuk diperjualbelikan organ2nya dan berita ini udah lama tp bnyak orang di dunia ini yang tidak tau betapa keji dan laknat israel ini
bahaya nih jika usaha telegram ke pro israel
heran sama oten indobanyak oknum puja israel
yang jelas tanggung jawab israel harus bukti nyata lihat harus balance dengan nyata warga sipil gaza yang amburadul keri
good bless you israel
juang kami akan terus bara hingga kedzoliman angkat free palestine from zionist
ya allah lindung israel
thx om ded sudah undang husein saya hanya bisa beri support lewat doa buat saudara2 kita di palestine insya allah sahid surga untuk para juang dan warga sipil yang jadi korban kekjian ini moga merdeka itu segera tiba dan bedebah netanyahu dan antek segera masuk neraka go to heel for them
i netanyahu israel juga banyak yang jatuh korban enak aja lu komen palestina jelas salah besar
perang israel dan terrorist hamas tdk ada hubung dengan indonesia bro negara2 arab saja pada diem kita yang bakar jenggot
free for palestine
heran masih ada warga indonesia yang masih bela israel
jalan satu2 nya kita smua umat muslim si indonesia harus ikut perang jihad ke palestina dan perintah di indonesia harus dukung rakyat perang lawan israel m
nyata ribu nyawa yang jadi korban di palestina itu tak nilai harga itu yang akan buat negeri palestine merdeka karna sejati jajah di atas dunia itu harus di hapus karna tidak perikemanusiaan free palestina
judul tema ini quot pabrik kulit di israel quot persis seperti apa yang laku oleh dajjal nanti israel itu ikut apa yang laku oleh dajjal yang tidak mau aku mereka bagai tuhan mereka israel firaun dewa matahari yunani brazil jepang itu semua ikut iblis dan dajjal makanya ini musuh besar kita umat muslim akhir zaman ini jangan sampai kita jebak dalam perangkap mereka yaitu ikut dajjal nanti yang keluar israhell kan sudah nyata buka bahwa mereka ikut dajal dan iblis yang sesat itu mengapa orang kristen sangat bela israhell mati2an jawab adalah karma mereka tunggu mesiah mesayah atau tuhan mereka siapa dia adalah yudas iskariot yang mati salib yang tuhan oleh orang kristen dan tunggu oleh orang yahudi bagai tuhan mereka paham kan
solusi palestine jihad amp khilafah
ga cara langsung malah warga gaza yang lindung negara2 lain yang mau jajah israel karna israel blum nguasain seluruh palestina nang banget
tingkat boikot ke israel mampu kita jgn kendor sampai israel runtuhbrbrpalestina
from the river to the sea palestine will be free allahu akbar
aku tidak akan pernah lupa kejam israel dan sokong di dunia sampai di akhirat moga dunia islam buka mata dan fikiran dan satu from malaysia free palestine forever
harus digaza dak ada lagi fatah dan hamas semua angkat senjata lawan israel karena percuma ungsi kesana kemari tetap aja bunuh israel mending lawan angkas senjata
a href di rafah 99 pengungsisipilbra href pejuangtentara gaza hidup di bawah tanahterowongan israel dah tau lokasi juang cuman gabisa nyerbu juang baru masuk lubang udh rata duluan ama juang lampias ke stress an isrel itu lampias dgn cara genosida ke warga gazabr a href href href
ayok boikot produk israel
free palestine
itu israel punya hampir 70 nuklirbrjeleknya kalo pepet banget 1 asia bisa rata wkwk
free free palestine
ada israelpalestina sudah masuk hadis yang harus jadi di ahir zaman brnabi isa imam mahdi dajjal sudah ada semua
kalou ada yang masih bela israelbrarti bukan manusia
paling kuat ya israel keroyok negara2 besar sekitarnua tidak musnah2 tuh bahkan makmur
orang indo yang masih pro israel dengerin
dlu hitler tidak suka kaum yahudi semua di bntai kaum yahudi tpi di sisa sebgian trus ni yahudi pindah atau ungsi dari bantai hitler nah dlu tuh masuk ke wilayah jalur palestina ya sama lah kaya rohingya yang ingin buat pulau atau negara sendiri di pulau indonesia nah palestina itu baik bangt yahudi di terima baik oleh masyarakat palestina dlu yahudi gapunya negara mereka pindah pengusian zaman dlu waktu pperngn semnjak perang dunia 1 smpe 2 eh skrng di kasih hati malah minta jantung sampe sekrng si zionis israel yang jadi negara ini si yahudi malah ga tau malu malah rebut semua wilayah palestina kan gblog parah
saya ingin dlatih perang mlwan israel apakh kita tidak mmpu perang mlwan israel sabg durjana di dunia
muslim yang dukung israel diri negara di palestine juga masuk zionistbrndak takut kah kalian hadap tuhan kita nanti akhirat
nara sumber ini huseinilmu taqiyhnya sangat tinggimungkin karna lulus pesantren hamas di gaza pintar juga balik faktapantas klo jadi dozen taqiyah di negri kanohabersama telur2 hamas nanti jika di produksi kembang biak di negri kanohasiap bawaalapetaka kehancurankarna dna terror masuk kanohaperang terushusein huseinsiapapun tahu hamas itu terrorist tikus gorong2 yang basmi israel karna selalu cari gara2 serang israel tgl 7 okt lalu siapa yang laku genosida duluan palestina sudah beri tanah oleh israel tapi selalu ganggu hammasdg tolak dan bahkan inginelenyapkan bangsa israel maka kutuk balik malah hamas yang habis israelsampe kiamat hamas ga akan bisa menang
itu konsekwensi klo hamas main2 dengan singa yehudayang sudah buat dalam kitab taurat dan injildan sampai akhir zaman walau seluruh dunia serang israeltidak satu yangampu kalah sebab tuhan israellah yang akan jadi lawan hadap kaum nebayotmusuh2 israelyg bela tuhan abraham ishak dan yakubyaitu yhwh
solusi dari palestine adalah segera bentuk jadi negara daulat milik polisitentara milik bandara dll
woiiiiii logika aja jika israel mau habis palestinagaza tidak perlu capek2 perang darat yang juga renggut korban dari tentara israel sendiri tinggal pakai pesawat temput aja dan habis semua arti israel bukan kyk hamas yang tembakin roket suka hati dia tanpa target israel tidak begitu mereka pakai target makanya kenapa harus pakai perang darat pesawat tempur pun pakai target chooooy kalian yang suka kutuk israel dan suka memutarbalikan fakta nanti liat aja sendiri bakal makan hati dan gigit jari sebab allah israel itu allah cipta langit bumi dan segala isi yang selalu jaga israel dan janji ya dan amin turun turun makanya jangan heran israel kecil itu bisa hebat itu dan buat pusing dunia pernah baca di alkitab tidak berapa banya gaza sebut dalam alkitab tidak ada yang nama palestina kalian baca maka akan tercengang2 yang jadi skr sudah tulis di alkitabseribu bangsa satu serang israel yakin israel akn makin jaya tidak akan pernah hancur bahkan kalah ok
banyak orang israel aja miris dan tidak terima dengan laku setanyahu eh ini makhluk dari negeri madagaskar ber sdm rendah malah koar koar ngebela zionis
dunia ayooo semua kecam israel
netanyahu adalah pm paling berani dan cerdas unrw bentuk pbb bukti organisasi teroris presiden amerika buat tidak daya presiden iran modar jendral iran modar juga israel lindung tuhan agar menang perang di tanah perranjianbrbrbrcapres01 yang bela palestina kalah capres03 yang anti isrel juga kalah malu
nonton tentang ini bikin sesak dada gemes sama zionis israel yahudi
bismillah allahu akbarfree palestine
sungguh kejam zionis israel
mana yang bela israel laknatullah
seluru juta orang tonton ini apakah kita hanya bisa lihat saja yang laku israel disanabryah maksud saya kita hanya bisa doa ya allah tujukkan ajaib mu
berita sudut israel atas dasar benci mu perlu kamu ingat bahwa tidak ada yang dapat kalah israel sesuai dengan firman tuhan allah israel dalam kitab taurat musa siapa yang kati israel tuhan berkat tetapi siapa yang kutuk israel tuhan akan kutuk mereka so sadar gbu
assalamualaikum warahmatullahi wabarakaatuh kenapa ya arab saudi tidak boikot produk israel aku mau ikut boikot tapi majikan beli terus mau ngk mau aku harus ikut makan kalau ngk makan mati aku
binatang emang israel tu
free palestine
ya allah binasa semua zionis israel dan semua dukung amiiin
free palestine
tidak ada hukum di dunia yang layak buat org israel like mereka di kulit satu aja tidak akan bisa ngebayar jahat yang udah mereka lakuin pray for rafah
moga gaza dan palestina merdeka dari biadab israel
alas kenapa negaranegara muslim gagal untuk bela plestin adalahbr1 masalah sistemik jika negaranegara muslim masih kekang oleh pbb maka lama mereka tetap tidak bisa buat apa lepas aja demokrasi yang biasa pegang di amerika simpel itubr2 masalah untung perang adalah megaproyek jadi tidak ada untung walaupun mereka cara de jure mereka tetap kecam isreaal contoh yang tunjuk de facto hadap untung perang adalah turki hypocrite turksbr3 masalah pikir semangat pesimistik yang bahas di podcast itu benar udah ada lebih jauh dari perang dunia pertama bahkan bisa lebih jauh lagi kalau mereka bisa lawan semua pikir sekuler yang tanam di didik ini bukan lagi niscaya bahwa negaranegara muslim bisa satu tapi fakta ga bisa karena halang oleh pikir nasionalisme ga ada humanity sama sekali dan juga sama kayak kelompok serigala gua aku israel amerika dan rusia itu kelompok serigala yang bisa makan kita para domba kalo masalah pikir di negaranegara muslim bisa terselesaikanbrbrkalau mereka hasil selesai tiga masalah sebut maka musuhmusuh negara muslim otomatis banyak seperti anggota pbb anggota nato negara sekutu turut mereka ada mungkin rusia bakal gabung hadap dengan one turn one strike all birds down alias nuklir udah benarbenar bisa jadi saat itu juga jika negaranegara muslim bisa jadi satubrbrkalau tidak jadi ya tidak bakal terjadibrbantuan plestin dan boikot produk itu manajemen sementara jadi bisa pengaruh cuman tidak berapa besar karena marketing mereka bisa lebih gencar lagi bukti lewat tiktok mereka balik lagi kayak biasa beli produk kiefsi its just the same but different les
saya nantang deddy korvuzer bahas jadi 7 oktober serang hamas ke warga sipil israel
israel
jgn sebar kebencianisrael tidak anggap hamas bagai manusia7 okt hamas membunuhmemerkosamenyandra warga sipilhusein hanya lihat jelek2 israel sementara borok hamas anggap tidak ada
free palestine
saya pribadi kecam tindak bantai yang laku oleh israel brtapi kita punya masalah negara sendiri yaituu di papuabrdisana juga banyak pembunuhann dan pembantaianbrjadi stop sibuk ngurusin negara lain sedang tindak bantai negara sendiri kaliann atau kita semuaa masih diam
bagi israel itu dalam torah kristen masuk dalam agama idol worshipers dan tak layak biar hidup aku punya video menteri tahan israel nyata ini bukan kristen aja malah katolik hindu dan buddha bagi mereka ngak layak hidup israel itu sejahatjahat manusia mereka juga yang bunuh para nabi nabi isa salib mereka nabi muhammad racun mereka malah nabi2 lain juga
moga peperangan antara hamas dan israel segera akhir ya allah tidak sampai hati lihat korban jatuh terus
ini putar balik fakta bukti mana media mana kalau benar kan pasti udah viralyang ada palestina bunuh anak mereka dimasukin oven panggang yang perempouan perkosa dan yang lelaki di siksa tanah israel itu milik bangsa israel bukan palestina netanyahu akan tetap perintah walaupun banyak tekan genosida hadeuh deddy kalo wawancara cari orang yang benar2 tahu apa yang jadi sana finish them maksud itu hamas teroris yang habis bukan bangsa palestina
kalo masih ada yang bain israel anda bukan manusia mungkin kata binatang yang tidak kasih akal sama tuhan jauh lebih baik dari andabrkalau iblis itu memang cipta untuk jahat lah anda manusia lohbrpsikopat ga ada kata lain anda sakit jiwa
bravo israel basmi semua teroris kadrun
saya ga suka produk amerika klw pimpin 2nya mndukung israel saya ga suka jahat tindas jajah bunuh
muslim tdk jahat itu hamastdk akan mnyerang klw orang israel tdk buat jahat karena orang yang iman takut adzab tuhan klw berbuay jahat beda dgn jahat
mau nunggu orang indo yang dukung israel zionis ayo hadir jangan sembunyi lu
pemimpin2 yang dukung pimpin israel yang jahat kalian akan dpt blsannya dari tuhan cipta langit dan bumi buat suka hati kalian di akhirat nnti kalian akan mnyesal dgn pnyesalan yang sangat kalianudah di kuasa iblis moga alloh sama orang 2 yang baik
dan aneh ada kristen indonesia yang pro bunuh masal genosida di gaza dan rafah palestina di mana ajar kasih kalian brpersetan dengan kalian yang dukung zionis israel
allahumma aizzal islama wal muslimina allahummanshur ikhwananal musliminal mujahidina fi filistin allahumma tsabbit imanahum wa anzilissakinata ala qulubihim wa wahhid shufufahum allahumma ahlikil kafarata wal musyrikina allahumma dammiril yahuda wa israila wa syattit syamlahum wa farriq jamahum allahummanshur alal mujahidina adaaana wa adaaaddin birahmatika ya arhamarrahimin wa shallallahu alannabiy muhammadbrbrartinya ya allah mulia islam dan kaum muslimin ya allah tolong kaum muslimin dan mujahidin di palestina ya allah teguh iman mereka dan turun tenteram di dalam hati mereka dan satu baris mereka ya allah hancurkanlabrh kaum kuffar dan kaum musyrikin ya allah binasa kaum yahudi dan pasu israel dan ceraiberaikanlah satu mereka ya allah menang kaum mujahidin atas musuh kami musuh agama dengan rahmat wahai yang maha asih dan sampai sholawat kami kepada nabi muhammad saw
sumpah allah saya muslim brbrtapi saya paling jijik sama nama negara arab saudi di mana di situ ada kab4h kiblat nya umat muslim musim haji tiap tahun kenapa saya benci sama arab saudi brwhy because negara itu olah buta dan tuli lihat saudara di palestina di bantai habis2 an sama buajingannnnnnnn israel arab saudi negara taekkk 4njinggg kalo turut saya pantesan tanda2 kiamat udah ada di arab saudi
palestina hebat itu warga dan ke keren itu tentara maa sya allah love palestine love live resistance love hamas dan juang lain nya
cuci otak prajurit israeljelas jahat manusia
halahh taik sok sibuk sama palestina dengan alihalih manusia padahal negara sendiri masalah bejibun jabat di indonesia emang anggap rakyat itu manusia mau punah pun manusia di palestina rugi untuk indonesia apa mau punah pun israel sana apa untung buat indonesia sadar ajg
cuma negara israel cokk cok genoside sama 2 negara dah ancur emng semua umat dan pemimpinpemimpin nya terlalu cinta dunia anjeng wkwkwk gaada yang berani sama israel amrik turun semua negara harus nya di gas aja gua yakin amrik mundur
allahu akbar free palestine
buzzer2 israel kalian udah doktrin mabok agama
free palestine
oh amerika itu sandiwara main cantik muka dua jangan di percaya as itu dunia harus segera tindak semua besatu rapat baris islam tiap negara muslim ini akan ancam genosida seluruh negara2 islam kita jangan takut oleh orang2 yahudi jionis israel
dulu aja bilang kok bisa orang bisa jadi teroris dulu lo pernah hujat islam om ded sekarang lo nyalain israel tidak konsisten lo om ded
warga israel marah karna takut nasib seperti warga palestina jadi raka marah bukan karna kasi
kont0lloh swt hoax duar brislampah tak pernah sadar mereka hanya tipu arab lalu cuci otak ajar teror kedok agamabrajaran itu adalah hasil maling dari sejarah dan budaya israelbrlalu hasut musuh yang maling hahahhabrislampah islampah
moga cepat jalin damai tp perlu di ingat jgn selalu salah israel si husein ini kata ustad nyata hnya bohong besar uda bukti juga rumah sakit buat jadi tempat hamas sembunyi
insyallah sdra sdra kita di palestina sudah di tempat surgany allah swt israel zionis suatu saat klian akan rasa kn lbh mnderita dr pda sdraquot kita di palestina
mantabs lanjut benar mu free free free palestine free palestine hancur terorist israel
freepalestine brboycottzionism brviva palestinian resistance
karena salah bijak perintah pbb yang menganaktirikan palestina sehingga tidak milik hak yang sama dengan negara lain sehingga dengan enak israel jajah palestina maka dari itu kami rakyat dunia tuntut pertanggungjawaban mu pbb untuk segera akhir perang ini bebas palestina merdeka kan palestine tangkap dan hukum mati netananyu dan tentara tentara dan sekutunyaambil hak veto as karena as adalah dalang balik jajah inias sudah tidak hak lagi atas hak veto itu bukankah kalian pbb milik tentaratank dan senjata maka guna itu untuk wakil kami rakyat dunia untuk lawan jajah lindung palestina sungguh kami tidak akan maaf kalian pbb bila sampai rakyat palestine mati tak sisa lagi
kati israel biar anda kati hai husein kamu berbelit2
bismillahbrbrsejatinya kita harus tau awal mula hamas itu berdiribrhamas adalah bayi dari israel itu sendiri dulu awal untuk bungkam gera fatahbrdan hamas cara tdk lsg sadar atau tdk sadar adalah alat untuk justifikasi peperanganbrbrbrlihat databrbrsetiap tahun pasti jadi perangbrbrhamas pelihara cara tdk lsg untuk penting israel itu sdri level terringgi ada agent2 israel syiah bertaqiyahbrbrisrael korban 2000warganya tapi luas wilayah dan genocide tercapaibrbrhamas amerika israel dan iran semua saling berkaitanbrdan itu jarang kita pahamibrbrini adalah grand disaignbrbrtapi tidak semua hamas afiliasi hanya level2 tinggi yang main
orang yahudi aja bilang israel terang2an bantai parah kristen di indo malah dukung israel kan beg0
batas negara israel adalah mana ada hidup itu batas israel
di amarika sendiri paksa jadi munafik perihal palestine karnajika ngak sokong israel maka tidak dapat jadi president karna lob smua nya yahudijadi gimana tu
pak hasan husin belum berangkat lagi ke gaza kata mau mati syah kita juga tau krn ada fakta israel sampai saat ini msh ada israel brbrsampai sekarang prajurid hamas tdk pernah muncul di umun brjgn lupa 7 oktober 2023 lalu brisrael adalah tanah janji tuhan untuk abraham isak dan yacob bukan untuk nabi palsu dan nabi peodofil dari arab
undang yang dukung israel para buzer2 om ded biar makin buka bodoh mereka
bismillahfree palestine
free palestine
dan benar dikomenan ini pun banyak yang masih tidak suka palestinabenar kata ustad netizen indonesia juga ada yang malah dukung israelbrdoa baik buat negara palestina
free palestine
coba dedy undang abu janda dong yang sudah sering ke israel dengar juga dapat
a href batas wilayah yang ingin dikuasain israel ngeri ges
panggil juga narasumber dari israel biar fair hahahahaha ga brani kan ya
indonesia jajah belanda 350 tahun jajah jepang 35 tahun mungkin kita masuk negara yang lama jajah muka bumi ini juta nyawa rakyat dan tentara hilang sejak jajah belandabrtapi kalau tuhan sudah hendak bahwa negara indonesia tetap harus lahir bukti sampai sekarang kita adabrpalestina sedang di uji lama 70 tahun hadap binatang yang nama israel tapi jika tuhan hendak palestina pasti tetap adabrbentar lagi netanyahu mati konyol dengan cara yang menyedihkanbrbrbravo hamas merdeka
sedih iris hati ini nilandengar siksa dn bomb mnghancurkn plestinasemoga dating sentara allah yang mnghancurkn israel biadabbbb amiin
free free palestine
tentara israel banyak muslim juga boss
yang pasti azab lngsg dari allah swt pada hamasorg palestina sudah 36 ribu mati kena azab subekannalloh takbir fakta tak bantah allah swt sama swkali tak lindung gaza rafah dll korban tiap hari jatuh karena azab allah swt akibat serang tak per oleh hamas pada 7 okt 2023 thd warga sipil israel balas israel lebih keji dan keri dari buat yang dilakaukan hamas 7 okt 2023
terimakasih sudah speak up tentang palestine om ded
dari dulu sampai sekarang hamas tidak ada opti damai dgn israelkarena hamas lebih pilih peranoleh karena itu nantinpemerintahan palestine yang baru harus bersih dari segala partai paham isoam radicalpaham kebencianrasist itu jgn pernah di libat partai islam yang masih bau2 kayak ituharis benar bersih daei segal idiology rsisime agar rakyat palestine hidup aman
masuk saya ya jika pemerinthan baru di palestine itu harus bersih dari segala paham idiology radical islam tidak cocok pimpin palestine karena hamas lebih memikihnperan darimpada berdialogyg sensara itu nantinrakyat gaza dimjadikan tameng hamas
warga israel mrh itu bkn krna apa2 tp krna sandra2 blm di benaskan mmng israel ini setann sama amerika sama mrka ini 11 12 dagjal
moga makin banyak orang yang ketuk hati untuk sama palestinebrtrimaksih bg dedycorbuser dan ustadz husein yang tidak pernah lelah suara gaza insyaallah syurga tempat juang begitu sulitbrsemoga air mata sedih ini akan akhir jadi air mata kebahagiaanbrfree palestine
a href ada muslim yang zionis ada yahudi yang tidak zionisbrbrorang indonesia lepas apa agama yang sampai hari ini masih nyinyir dan bela israel serta benar genosida adalah bagi dari zionis itu sendiri
perang itu bunuhbunuhan mau tentara mau sipil itu ngga bisa hindar ngga usah teriakteriak minta kasihan saat pihak kalian bunuh atau kalah itu playing victim dan itu menjijikkanbryou started the war and you must face that gentlybrdont be such a cowardbrlong live israelbrdeath to the palestinian
free free free palestine
kalau masih ada yang bela israel telah tonton ini arti anda memang gila
nyata masih bnyk bahkan muslim yang bela israelmungkin mereka bagi dari zionis
free palestine
percuma mau teriak teriak pake kata manusia kalau cuman 1 pihak ini masalah wilayah ke 2 pihak dah makan korban bahkan sandera 7 oktober serang hari agama yahudi sampe sekarang tidak ada kabarudah pasti mati dan israel udah bulat tekad nya selesai ini sampai akhir udah keluar bukti 20 terowongan rahasia langsung ke mesir bagai pasok senjata hamas sampe sekarang ngilangdi duga sembunyi di qatar
dukung israel itu kalau tidak idiot ya buta tuli
1 org israel mati di tangan hamas 100 jiwa duduk palestina tinggal tang israhell hammas buat trwongan bawah tanah israhell buat trowongan bawah tanah utk runtuh masjid al aqsa apakah mereka sana tdk saling temu bushit kalau israel tdk tau trwongan hammas petinggi hammas itu adalah buat israhell brjalur gaza sudah hancur duduk mati syahid tapi hammas apakah di temu kalau mereka memang tentara mereka akan lindung rakyat sipil mereka akan maju paling depan utk lindung bukan sembunyi moga allah taalla rahmat negara palestine
pada dasar emang israel mau bantai semua orang palestine biar mereka bisa kuasain semua bagi palestina dan mindahin ilegal settlers nya ke gaza mereka mau ngehapus palestina dan bikin israel raya tuh mimpi si netanyahu
free palestine ayo teman2 bantu stop genocide dengan apa yang kalian bisa
logika nya klo orang luar palestina ngirim bantu terus palestina di bom otomatis logistik bantu nya juga hancur kan walaupun ga semua hncur lebih baik ngirim bom ke israel supaya hancur israel ny tapi bisa perang dunia
